Light,Nitrate,Iron,Phosphate,Temperature,pH,CO2,Population
1540.18,3.49,0.13,0.17,16.13,7.1,6.11,3623.46
504.21,1.94,0.09,0.03,16.61,7.47,8.98,3689.46
753.55,1.99,0.18,0.12,22.5,7.39,4.59,4236.11
1280.19,7.62,0.11,0.1,11.45,7.37,7.25,4914.88
915.21,1.55,0.06,0.13,23.34,7.79,2.24,4386.57
1537.74,3.72,0.04,0.09,28.87,7.07,8.76,3145.36
990.83,6.38,0.19,0.01,13.52,7.6,2.59,4283.16
846.18,3.17,0.18,0.13,28.4,7.85,7.19,5055.37
1816.85,3.98,0.18,0.17,18.58,7.86,2.21,2026.52
533.34,4.06,0.07,0.15,17.52,7.46,8.17,3644.98
717.16,6.8,0.14,0.15,18.22,7.67,7.51,4048.5
1888.83,7.86,0.16,0.12,20.13,7.25,6.82,1314.84
366.13,1.68,0.12,0.13,13.68,7.24,4.96,2159.02
113.13,6.08,0.12,0.09,22.77,7.59,3.61,1013.4
705.11,5.92,0.07,0.02,22.12,7.57,6.43,4008.99
1900.25,1.84,0.1,0.18,14.74,7.72,4.48,1208.51
1884.7,3.03,0.18,0.2,23.59,7.94,7.8,665.56
1668.13,1.98,0.12,0.01,15.14,7.17,5.36,2528.01
715.79,4.78,0.08,0.13,23.34,7.12,5.97,4457.32
526.51,1.56,0.12,0.09,26.08,7.25,6.84,3393.56
350.3,1.49,0.19,0.16,12.63,7.84,3.41,2925.88
1865.4,3.66,0.1,0.09,17.25,7.97,7.91,907.28
1234.82,6.75,0.1,0.14,28.05,7.46,7.24,4088.57
529.67,7.01,0.02,0.16,20.59,7.77,7.1,3516.99
1372.36,2.82,0.17,0.14,19.21,7.35,9.73,4522.15
1732.62,2.01,0.05,0.11,27.81,7.07,3.54,1968.27
793.56,7.57,0.14,0.1,28.76,7.76,5.82,4752.48
1508.93,4.62,0.19,0.13,12.3,7.51,6.0,3246.34
842.86,3.72,0.14,0.2,18.52,7.62,6.71,4271.1
918.91,4.53,0.02,0.02,13.52,7.55,3.52,4597.08
1397.62,4.13,0.08,0.09,23.84,7.24,7.79,4402.96
323.78,6.91,0.06,0.13,25.92,7.73,2.16,2150.17
886.29,7.9,0.15,0.03,17.47,7.2,9.13,4537.9
1240.42,2.71,0.02,0.1,29.84,7.32,8.03,4541.85
81.5,6.71,0.04,0.06,16.41,7.15,5.51,183.04
1041.54,1.2,0.01,0.17,26.61,7.75,9.15,5119.83
574.59,3.42,0.18,0.15,13.06,7.05,9.07,3260.94
499.1,5.74,0.15,0.13,11.52,7.23,3.61,2983.95
1258.46,7.85,0.15,0.08,29.19,7.86,2.91,4016.66
316.77,6.45,0.11,0.2,12.72,7.67,2.98,2325.76
1946.87,3.61,0.13,0.1,11.6,7.63,9.35,691.37
524.4,2.87,0.03,0.1,17.01,7.0,6.18,3895.02
172.62,3.82,0.16,0.04,25.64,7.08,9.65,749.94
246.54,5.07,0.14,0.13,13.89,7.51,6.24,1538.24
433.51,6.59,0.12,0.1,22.91,7.94,5.1,2743.83
1924.73,4.13,0.05,0.17,28.86,7.58,7.12,916.84
524.92,7.99,0.07,0.01,17.94,7.76,2.1,3410.51
1804.53,6.78,0.16,0.02,20.05,7.65,8.12,1334.53
1369.03,4.25,0.14,0.03,18.34,7.63,7.94,4404.04
1971.2,6.2,0.05,0.17,12.85,7.56,3.1,152.87
204.19,4.02,0.05,0.04,25.56,7.5,5.46,1771.93
791.58,6.72,0.03,0.15,23.69,7.59,7.34,4729.9
147.63,6.66,0.12,0.15,15.53,7.25,3.14,607.33
1949.25,4.31,0.05,0.18,23.4,7.11,7.42,688.76
1801.52,1.51,0.12,0.03,20.09,7.49,5.06,2003.51
1669.1,5.82,0.13,0.05,15.7,7.11,9.69,2840.03
1551.6,7.99,0.01,0.08,22.89,7.83,7.91,3580.93
1193.49,1.37,0.19,0.18,23.86,7.69,8.25,4383.9
159.76,6.84,0.18,0.04,14.02,7.63,9.13,1097.2
335.02,6.85,0.14,0.16,26.15,7.65,8.99,1873.17
565.83,1.95,0.18,0.06,25.17,7.68,3.95,3958.82
1952.52,1.89,0.19,0.04,12.21,7.25,9.67,97.18
1974.71,5.66,0.05,0.09,17.44,7.39,9.89,139.35
68.08,2.82,0.01,0.11,21.97,7.52,3.16,0.0
1670.79,5.54,0.13,0.09,15.9,7.8,7.33,2445.23
1842.61,6.54,0.11,0.1,23.27,7.31,7.16,1229.35
1125.56,6.78,0.16,0.01,22.74,7.71,7.06,4278.11
229.07,3.79,0.1,0.11,13.26,7.76,3.3,1349.05
623.13,3.9,0.05,0.15,29.18,8.0,6.8,3844.83
130.54,3.89,0.12,0.1,13.94,7.71,2.53,978.55
822.18,5.91,0.14,0.19,12.51,7.75,3.34,4567.02
1417.7,5.0,0.08,0.16,27.69,7.23,2.34,4459.0
1949.43,1.26,0.15,0.19,28.85,7.56,9.81,0.0
1447.6,2.86,0.13,0.02,20.9,8.0,7.56,4062.64
1813.18,5.21,0.01,0.04,27.2,7.58,8.15,1383.12
524.95,5.36,0.19,0.09,27.08,7.56,3.34,3570.97
1148.92,3.83,0.05,0.19,20.14,7.91,3.98,4938.14
589.1,4.91,0.16,0.12,12.86,7.1,3.4,3788.23
949.68,7.54,0.09,0.15,25.38,7.08,2.48,4901.43
1869.48,4.16,0.1,0.09,23.2,7.66,6.85,1108.99
626.2,2.28,0.07,0.06,20.56,7.56,9.61,3618.82
222.69,7.29,0.01,0.18,26.33,7.34,4.85,1313.47
1019.3,1.95,0.11,0.13,24.32,7.15,3.54,4758.43
313.78,2.13,0.06,0.11,12.66,7.7,5.99,2497.03
225.8,5.43,0.16,0.11,25.9,7.58,9.93,1563.49
1727.86,3.17,0.08,0.14,11.86,7.12,8.7,2601.14
1503.13,1.81,0.08,0.12,19.2,7.93,9.34,3400.16
1867.21,1.66,0.17,0.03,26.8,7.92,5.93,1601.0
785.14,3.58,0.11,0.03,10.37,7.33,5.55,4953.97
612.96,2.89,0.16,0.18,16.71,7.59,7.56,3440.7
466.39,6.63,0.11,0.16,12.01,7.1,6.9,3426.35
851.42,7.21,0.02,0.11,12.16,7.75,9.91,4950.8
564.29,1.22,0.16,0.1,20.44,7.67,5.82,3659.89
269.96,1.67,0.1,0.17,19.23,7.71,8.26,1927.48
883.51,7.62,0.12,0.02,27.94,7.42,6.49,4333.1
710.38,2.79,0.14,0.14,23.25,7.79,6.41,3951.37
562.97,5.61,0.16,0.15,23.8,7.29,7.43,3344.23
1874.03,3.66,0.17,0.09,20.25,7.06,4.43,916.44
1246.42,5.67,0.07,0.15,15.98,7.3,9.14,4134.41
1447.66,5.42,0.14,0.05,29.78,7.3,4.41,3529.32
1683.12,3.04,0.01,0.04,19.63,7.32,3.01,2549.53
222.91,2.76,0.17,0.02,19.71,7.79,6.22,1415.08
1642.23,3.57,0.04,0.06,22.68,7.05,9.73,3032.61
1961.66,7.34,0.19,0.18,16.14,7.36,6.42,42.25
304.59,4.36,0.15,0.13,16.1,7.75,7.71,2657.87
356.02,5.64,0.03,0.14,17.82,7.35,8.36,2366.52
1469.07,6.93,0.04,0.02,15.85,7.46,5.39,4189.56
1118.47,1.49,0.11,0.15,17.65,7.78,4.02,4773.5
1463.29,6.47,0.15,0.01,12.38,7.17,6.06,3585.46
1616.44,5.66,0.04,0.18,11.18,7.47,6.89,3162.34
1279.53,3.81,0.02,0.07,26.18,7.45,8.5,4440.1
323.59,5.29,0.12,0.01,20.05,7.77,5.51,2475.08
1006.25,1.26,0.18,0.08,25.87,7.34,8.68,4790.7
525.45,5.43,0.09,0.13,12.49,7.7,4.51,3207.99
571.57,6.06,0.16,0.14,12.72,7.52,5.09,4063.23
623.34,3.99,0.01,0.11,14.85,7.84,6.03,3860.76
369.65,5.8,0.18,0.08,25.16,7.93,5.39,3020.04
471.98,4.58,0.05,0.04,19.12,7.43,5.5,3027.88
692.17,4.71,0.17,0.07,26.17,7.85,3.28,4215.16
954.33,7.21,0.17,0.14,23.88,7.29,5.38,4816.08
1120.9,3.2,0.08,0.03,10.83,7.74,6.2,4481.65
568.0,3.05,0.15,0.07,28.44,7.97,6.66,3285.63
1309.57,1.48,0.19,0.1,10.19,7.47,6.28,3880.92
900.11,2.62,0.08,0.09,12.18,7.49,7.92,4283.1
1860.7,1.94,0.08,0.03,13.13,7.83,5.47,1117.38
1521.63,2.83,0.02,0.09,19.26,7.66,5.02,3046.57
1544.4,2.56,0.19,0.09,17.49,7.05,2.73,3502.98
1561.22,5.33,0.16,0.13,17.0,7.35,2.89,3486.11
1643.27,6.34,0.08,0.19,19.71,7.86,6.58,3055.86
211.51,2.27,0.13,0.03,12.9,7.6,6.25,1527.61
799.04,6.51,0.12,0.03,20.03,7.8,4.1,4033.61
1617.16,2.13,0.1,0.05,20.45,7.98,9.05,3006.46
1170.7,6.71,0.09,0.09,28.9,7.44,8.41,4149.71
692.41,7.15,0.06,0.09,29.41,7.64,7.18,4146.14
427.42,7.64,0.05,0.17,14.35,7.54,3.58,2873.6
1651.37,7.99,0.08,0.13,21.85,7.58,8.8,2602.32
884.32,5.48,0.08,0.07,23.68,7.38,7.14,4501.18
1613.18,3.27,0.09,0.18,15.67,7.41,6.28,2767.24
1883.99,7.69,0.03,0.1,11.6,7.02,5.16,946.2
1200.61,5.1,0.16,0.19,11.47,7.31,4.83,4927.87
673.74,2.92,0.11,0.08,29.75,7.38,7.55,4180.21
489.59,5.69,0.06,0.03,20.5,7.37,3.04,3807.17
1228.97,5.46,0.05,0.09,28.08,7.91,8.01,4089.1
1902.91,7.52,0.18,0.16,22.22,7.4,2.57,1318.85
1586.32,4.5,0.06,0.07,12.18,7.31,9.87,2952.28
1545.25,4.02,0.04,0.17,20.47,7.16,3.38,3156.19
1915.64,2.07,0.11,0.14,20.37,7.38,5.3,1015.66
1662.01,3.2,0.13,0.15,23.72,7.89,5.76,2747.81
1075.14,4.38,0.18,0.17,12.35,7.87,3.66,4346.55
1613.84,4.01,0.08,0.02,23.74,8.0,9.26,2852.2
1868.67,4.84,0.1,0.18,14.62,7.19,4.89,1361.91
131.23,1.65,0.15,0.03,22.25,7.83,9.04,752.36
1238.23,6.88,0.18,0.03,28.59,7.27,8.12,4719.92
1189.6,1.56,0.08,0.12,25.57,7.84,8.99,4438.36
1832.01,2.14,0.04,0.15,17.24,7.64,4.88,1914.88
86.12,2.11,0.16,0.13,23.43,7.43,8.67,776.89
1777.34,4.75,0.18,0.15,13.54,7.18,6.07,1848.77
653.94,6.1,0.03,0.18,15.05,7.81,7.32,3964.25
876.9,3.09,0.1,0.18,19.1,7.05,5.38,4658.81
45.43,1.35,0.02,0.11,24.21,7.57,3.81,0.0
1593.05,3.79,0.16,0.08,20.97,7.26,7.68,3606.0
201.87,1.66,0.17,0.06,29.3,7.12,4.7,1580.16
901.21,5.63,0.16,0.07,29.6,7.72,9.3,5151.3
445.42,7.5,0.07,0.09,27.92,7.18,4.53,2929.75
875.61,5.51,0.09,0.09,10.9,7.73,7.09,4748.09
475.59,2.58,0.1,0.01,18.01,7.84,9.18,3737.85
275.71,1.55,0.14,0.09,24.77,7.09,6.65,1703.66
1621.85,7.91,0.14,0.05,27.11,7.32,5.5,2906.41
1033.15,6.15,0.19,0.09,14.52,7.1,9.72,4477.85
772.02,7.3,0.04,0.09,19.48,7.4,8.27,4854.39
397.75,4.66,0.08,0.09,15.43,7.81,4.27,3138.35
1062.32,6.52,0.19,0.04,22.09,7.84,9.62,4348.49
770.97,4.82,0.06,0.18,17.18,7.19,9.79,4008.81
68.1,6.19,0.05,0.16,16.2,7.59,4.65,367.08
1992.87,3.53,0.05,0.03,20.3,7.87,9.72,182.61
513.97,5.38,0.04,0.15,11.65,7.95,6.69,3616.76
137.22,4.37,0.08,0.05,23.92,7.92,6.36,408.0
1414.21,2.03,0.07,0.06,14.09,7.85,2.52,3566.69
1578.2,7.27,0.09,0.15,12.0,7.87,9.71,3346.56
1748.08,4.98,0.05,0.06,20.17,7.98,7.96,2025.39
1660.03,6.44,0.12,0.02,14.11,7.91,6.58,2503.58
142.06,6.5,0.04,0.07,29.84,7.92,6.96,934.75
1328.79,6.93,0.14,0.04,14.19,7.3,7.01,3905.72
1223.38,7.72,0.06,0.03,15.04,7.44,4.06,4557.42
1388.96,3.37,0.05,0.06,21.61,7.39,9.84,4498.55
1311.96,2.28,0.02,0.18,25.15,7.43,7.59,4812.75
1950.14,1.21,0.13,0.05,25.84,7.39,7.72,524.7
916.15,3.42,0.12,0.12,23.08,7.73,8.97,4982.23
683.43,7.3,0.09,0.2,15.7,7.73,9.8,4636.16
1821.28,6.61,0.1,0.17,25.79,7.75,9.69,1576.66
795.87,2.02,0.14,0.11,19.45,7.32,6.54,4409.41
611.85,7.64,0.14,0.13,18.35,7.48,9.51,4343.67
699.52,4.15,0.17,0.11,20.48,7.86,6.52,4693.62
669.23,4.93,0.05,0.1,19.69,7.65,7.95,4550.34
1443.83,3.68,0.14,0.06,20.7,7.23,5.09,4289.22
922.83,2.87,0.02,0.12,23.01,8.0,8.17,4723.26
589.33,7.41,0.2,0.07,16.28,7.31,2.31,3690.48
823.29,5.52,0.11,0.18,23.0,7.06,8.46,4354.05
1395.69,2.26,0.07,0.09,10.13,7.41,5.3,4107.53
523.99,6.56,0.12,0.17,19.46,7.28,5.19,3990.66
1233.82,3.25,0.07,0.19,19.34,7.27,7.64,5019.65
1816.23,5.32,0.01,0.11,10.33,7.34,2.67,1622.63
1470.77,4.33,0.1,0.12,12.03,7.47,7.69,3423.05
742.42,1.5,0.04,0.15,12.32,7.75,2.06,4251.65
135.05,1.99,0.04,0.16,28.82,7.59,5.69,389.64
1519.64,2.86,0.13,0.13,12.01,7.99,7.65,3065.53
564.96,1.77,0.05,0.11,10.97,7.41,7.96,3374.92
1748.51,2.39,0.06,0.09,12.51,7.7,6.13,2499.93
150.53,2.65,0.07,0.02,18.54,7.21,3.9,636.92
1485.29,4.3,0.01,0.09,29.01,7.95,8.55,3324.57
1135.88,7.88,0.09,0.02,22.49,7.71,3.09,4372.69
1102.64,3.23,0.01,0.07,16.01,7.84,8.94,4619.27
1655.58,4.07,0.15,0.07,26.93,7.85,4.57,2885.4
1057.57,5.76,0.09,0.05,28.85,7.69,5.23,4575.02
1100.18,4.53,0.03,0.14,20.47,7.24,6.17,4514.84
813.96,7.01,0.03,0.04,21.6,7.46,7.56,4160.35
826.38,4.54,0.08,0.08,16.99,7.62,2.02,4936.01
1317.22,6.99,0.18,0.13,14.6,7.26,7.79,3852.87
1642.32,6.84,0.03,0.07,12.75,7.87,2.38,2905.05
1601.09,5.68,0.17,0.05,20.1,7.81,2.59,3481.74
1944.54,3.3,0.05,0.15,19.92,7.51,4.81,338.72
158.52,1.34,0.19,0.08,16.19,7.59,9.67,1379.14
457.69,7.09,0.17,0.14,24.34,7.71,5.64,3587.8
1510.52,7.03,0.1,0.08,10.9,7.63,2.17,3673.55
111.75,1.43,0.07,0.16,15.66,7.41,6.23,621.11
1255.51,3.72,0.01,0.18,15.61,7.95,2.8,4124.62
1573.95,2.65,0.19,0.02,14.39,7.09,6.29,3706.55
623.41,4.87,0.15,0.04,28.23,7.94,9.58,4157.55
1990.14,6.82,0.2,0.07,20.71,7.53,7.64,0.0
403.23,1.12,0.08,0.03,25.93,7.85,3.84,2895.62
421.06,2.05,0.17,0.15,24.33,7.4,7.37,2875.21
354.13,6.02,0.05,0.14,22.22,7.37,5.08,2169.2
1638.95,7.48,0.14,0.06,26.25,7.8,5.01,2701.35
1592.93,1.27,0.02,0.17,28.17,7.89,7.75,3049.38
1290.27,6.27,0.19,0.07,20.97,7.25,2.84,4873.06
842.55,5.58,0.2,0.19,23.75,7.84,4.84,4684.43
1243.59,4.47,0.02,0.14,22.78,7.93,7.83,4712.02
518.99,1.26,0.05,0.03,20.15,7.73,3.99,3170.61
1898.82,7.92,0.09,0.02,22.27,7.04,5.02,1069.04
1684.37,4.36,0.19,0.1,16.06,7.9,9.94,2614.88
755.02,6.01,0.05,0.04,28.17,7.81,9.5,4511.88
1056.73,6.98,0.1,0.13,10.12,7.1,3.06,4440.0
1108.71,2.9,0.05,0.12,14.44,7.16,3.99,4415.1
178.41,3.08,0.03,0.02,28.32,7.79,6.07,1399.01
1767.62,2.8,0.16,0.05,25.27,7.07,3.13,1881.87
440.51,2.2,0.12,0.1,18.67,7.5,4.08,2650.11
1008.72,2.79,0.18,0.02,13.31,7.9,8.3,4802.23
235.98,6.06,0.14,0.02,17.72,7.57,4.08,1334.69
1697.63,1.9,0.02,0.02,23.54,7.2,4.63,2040.95
688.34,4.88,0.02,0.11,17.3,7.54,3.63,3920.33
414.56,7.88,0.19,0.19,26.0,7.66,5.27,2646.31
1671.06,4.84,0.11,0.1,16.68,7.31,3.08,2456.49
1731.9,4.96,0.02,0.1,16.62,7.95,3.85,1784.08
1540.29,4.46,0.01,0.14,19.36,7.38,4.98,3290.2
1519.1,5.11,0.05,0.02,10.73,7.11,9.33,3399.38
420.07,7.81,0.09,0.19,21.88,7.49,6.6,2759.6
1083.31,6.42,0.09,0.05,12.46,7.1,6.78,4394.35
1487.42,1.69,0.15,0.09,27.0,7.91,3.47,3653.65
819.82,5.01,0.16,0.09,19.17,7.47,5.12,4560.15
1428.38,3.76,0.12,0.18,21.7,7.78,7.45,3519.31
1136.53,7.47,0.12,0.12,10.44,7.87,4.1,4754.95
1335.54,5.11,0.1,0.11,28.16,7.57,9.7,4448.78
513.45,2.48,0.18,0.05,14.02,7.85,5.15,3944.11
886.37,5.13,0.17,0.02,27.82,7.55,7.84,4553.59
1921.03,3.71,0.1,0.08,23.58,7.77,4.99,992.31
1028.9,4.81,0.17,0.16,20.27,7.57,4.97,5095.36
794.29,3.87,0.15,0.04,24.57,7.72,7.47,4308.02
1388.75,4.92,0.16,0.15,11.09,7.77,6.08,4050.69
1786.14,4.81,0.04,0.07,17.73,7.08,5.34,1632.1
96.61,6.63,0.2,0.06,22.3,7.11,9.62,231.87
1018.49,2.41,0.12,0.2,13.02,7.64,3.88,4419.79
43.46,5.63,0.14,0.01,23.7,7.18,7.81,82.95
1641.39,1.11,0.07,0.19,23.79,7.94,2.27,2675.93
679.93,2.34,0.05,0.11,13.55,7.41,6.97,4640.6
59.39,4.98,0.14,0.11,17.74,7.19,7.33,505.77
1287.31,4.84,0.04,0.17,16.06,7.13,7.54,4353.17
64.1,5.3,0.18,0.16,28.86,7.53,8.97,497.22
1739.45,3.64,0.17,0.17,15.24,7.72,4.38,2569.42
1652.06,7.72,0.15,0.11,18.59,7.05,6.49,2571.89
923.89,7.62,0.06,0.12,28.59,7.52,7.46,4685.84
1253.84,4.46,0.02,0.08,25.12,7.16,3.44,4462.65
970.54,6.57,0.05,0.17,21.53,7.99,6.94,4333.17
227.94,4.69,0.1,0.01,20.79,7.74,8.68,1500.64
1334.76,2.91,0.06,0.05,25.73,7.15,6.59,3935.89
1100.25,3.56,0.06,0.05,14.9,7.93,2.12,4874.04
339.84,3.36,0.09,0.08,29.49,7.86,7.19,2321.86
881.43,1.08,0.04,0.15,20.08,7.15,2.69,4329.44
1088.78,1.84,0.18,0.13,27.54,7.1,3.5,4525.87
1889.63,2.54,0.07,0.09,27.7,7.46,3.92,889.24
1078.41,2.54,0.03,0.07,14.84,7.49,2.64,5227.06
989.37,4.75,0.06,0.16,15.3,7.76,5.87,4282.84
1913.6,1.11,0.06,0.18,24.81,7.99,3.14,930.99
884.82,3.77,0.11,0.04,17.37,7.99,8.41,5089.29
623.63,7.3,0.05,0.16,27.55,7.47,2.32,4329.22
997.5,2.74,0.18,0.19,17.73,8.0,7.32,5160.73
1710.37,5.22,0.1,0.2,21.51,7.07,9.24,2117.44
1059.61,7.62,0.19,0.09,23.84,7.01,4.46,4854.89
562.05,6.84,0.18,0.16,20.17,7.03,5.79,4058.4
1941.81,6.27,0.14,0.07,24.7,7.68,8.46,207.51
832.08,3.37,0.11,0.06,17.84,7.58,7.05,4342.35
989.33,7.69,0.14,0.02,16.44,7.15,9.57,4765.35
1213.71,6.49,0.14,0.17,19.35,7.13,8.05,4576.99
1612.79,5.04,0.19,0.13,17.16,7.43,7.27,3302.64
1777.45,1.57,0.17,0.15,19.07,7.15,5.73,2368.65
1565.13,4.86,0.04,0.02,26.73,7.94,2.93,3258.09
107.46,2.5,0.13,0.17,26.68,7.68,8.99,902.3
408.75,7.27,0.12,0.18,22.61,7.39,8.63,3351.83
413.71,1.8,0.15,0.17,16.06,7.42,3.15,2484.04
1963.16,1.87,0.1,0.1,24.59,7.17,7.39,259.8
1334.17,3.03,0.03,0.11,12.23,7.2,7.84,3980.26
1315.62,3.96,0.16,0.18,15.35,7.08,4.43,4732.56
304.01,5.02,0.04,0.08,13.34,7.08,5.89,1741.3
209.59,7.2,0.1,0.14,12.03,7.15,4.31,1602.1
1510.13,1.8,0.06,0.17,21.13,7.83,5.72,3241.56
1450.55,1.25,0.01,0.18,19.31,7.01,8.99,4102.28
372.6,7.35,0.03,0.08,28.15,7.1,2.41,2308.85
1793.86,5.8,0.17,0.08,21.24,7.3,7.11,1448.34
1490.08,3.19,0.16,0.18,13.77,7.97,6.72,3175.39
215.38,7.92,0.09,0.06,15.92,7.01,5.0,1932.73
1132.13,2.45,0.14,0.07,22.91,7.75,4.91,5070.99
1192.56,1.06,0.18,0.06,26.85,7.05,3.22,4198.81
1830.97,2.89,0.05,0.1,22.78,7.84,6.21,1311.38
1607.67,6.76,0.03,0.13,20.95,7.91,8.54,2857.7
1825.83,3.13,0.08,0.13,20.69,7.78,7.08,1845.55
46.73,4.41,0.03,0.17,12.46,7.16,6.65,334.58
1969.41,6.69,0.1,0.02,28.84,7.24,6.87,0.0
839.13,6.02,0.17,0.02,19.58,7.4,4.95,4407.94
758.29,2.39,0.13,0.03,17.9,7.39,9.76,4086.0
1624.58,1.9,0.18,0.14,14.1,7.11,6.92,3102.35
641.57,4.93,0.19,0.02,12.03,7.15,9.82,4224.79
974.21,1.75,0.08,0.05,22.97,7.46,2.64,4702.1
888.56,2.89,0.18,0.13,20.76,7.53,8.26,4630.04
1845.53,6.82,0.18,0.2,19.8,7.72,9.85,1787.62
695.54,4.46,0.05,0.09,16.95,7.59,6.83,4204.25
442.69,7.15,0.08,0.14,16.23,7.27,5.98,2928.1
1739.5,6.06,0.13,0.17,24.52,7.58,3.04,2483.28
757.39,2.58,0.05,0.1,16.71,7.38,9.8,4234.05
1924.71,4.55,0.19,0.03,24.02,7.11,8.9,413.86
77.71,2.94,0.08,0.07,26.38,7.01,4.39,342.41
830.45,2.31,0.16,0.1,13.03,7.78,4.83,4506.85
1270.29,4.21,0.14,0.08,16.23,7.04,7.22,4823.54
1235.97,3.89,0.06,0.05,14.87,7.49,7.56,5009.54
1848.16,6.94,0.18,0.16,23.93,7.07,2.25,1131.0
389.34,4.77,0.02,0.2,27.43,7.75,3.95,2410.08
245.68,3.98,0.16,0.12,12.05,7.1,8.53,1817.77
310.56,6.17,0.04,0.11,26.7,7.54,3.35,1751.81
674.25,6.86,0.03,0.15,21.96,7.89,9.85,3966.12
103.03,7.19,0.07,0.02,24.17,7.92,5.42,598.82
679.65,5.42,0.15,0.04,16.39,7.22,8.46,4394.4
663.44,3.05,0.16,0.08,27.7,7.76,5.93,4161.43
1489.5,5.0,0.01,0.12,11.61,7.54,4.01,3717.01
373.46,1.33,0.1,0.07,11.6,7.9,6.84,2264.78
1153.92,4.74,0.08,0.13,12.29,7.24,9.26,5019.38
824.32,6.32,0.13,0.03,20.28,7.3,6.3,4892.27
348.75,2.13,0.19,0.18,16.1,7.95,2.52,2407.22
941.55,4.65,0.13,0.16,15.61,7.29,4.0,4720.77
182.48,2.98,0.06,0.2,11.41,7.24,5.41,1302.94
629.75,4.52,0.09,0.16,26.78,7.54,5.85,3838.22
1064.8,5.01,0.02,0.15,29.63,7.83,8.37,4301.78
1565.58,7.32,0.2,0.02,27.63,7.66,8.8,3408.6
1531.51,6.98,0.11,0.08,18.14,7.57,8.87,3298.74
1236.85,4.89,0.05,0.09,23.12,7.1,9.85,4725.54
1568.63,6.88,0.01,0.19,27.74,7.81,3.91,2779.43
1145.79,2.04,0.1,0.11,18.95,7.43,9.66,4796.4
749.14,5.67,0.11,0.09,24.4,7.37,2.35,4516.98
1757.88,2.92,0.07,0.04,17.19,7.92,9.44,1612.02
867.66,7.53,0.03,0.2,14.44,7.64,6.64,4862.11
1954.45,5.28,0.16,0.16,24.73,7.48,6.73,139.88
1201.41,5.24,0.1,0.05,19.46,7.69,4.71,4858.18
1256.94,6.81,0.03,0.18,10.54,7.86,6.81,4145.27
1593.14,1.29,0.06,0.08,12.25,7.97,6.91,3405.04
483.52,1.4,0.17,0.14,15.85,7.67,3.15,3728.21
1045.34,5.57,0.01,0.11,28.3,7.63,3.89,5016.38
1239.91,3.25,0.06,0.14,22.16,7.97,2.46,5011.35
1376.05,5.12,0.18,0.08,27.46,7.27,2.14,4157.04
1663.26,2.68,0.04,0.03,13.84,7.92,7.41,2448.72
215.03,1.59,0.06,0.1,25.49,7.32,3.63,1135.75
1449.75,1.55,0.06,0.03,27.04,7.84,3.21,3378.18
93.48,7.37,0.04,0.13,19.9,7.39,3.4,595.55
1830.55,6.9,0.19,0.13,12.97,7.56,4.88,1244.52
984.79,4.05,0.16,0.03,25.31,7.47,6.82,4485.7
1151.85,3.91,0.06,0.01,11.76,7.4,7.25,4796.3
1650.81,6.84,0.19,0.19,26.0,7.47,2.47,3007.49
340.79,2.68,0.2,0.1,26.29,7.66,3.58,2250.46
164.42,6.25,0.06,0.19,27.39,7.03,4.81,1489.93
448.05,4.36,0.05,0.12,26.15,7.03,6.72,2750.5
1189.12,4.67,0.15,0.1,19.7,7.39,9.65,4248.93
975.34,7.52,0.2,0.05,14.7,7.83,6.13,4736.98
1456.49,1.99,0.04,0.03,22.98,7.98,3.76,3507.47
219.22,2.8,0.08,0.08,16.26,7.27,4.77,1715.87
1216.11,5.88,0.16,0.12,26.01,7.72,3.81,4538.38
273.84,4.1,0.16,0.19,20.88,7.32,5.82,1530.17
1346.57,1.4,0.04,0.06,20.88,7.12,7.97,4720.36
111.45,7.04,0.13,0.17,19.77,7.81,2.17,678.2
1515.59,5.9,0.01,0.03,20.03,7.83,3.79,3861.6
1047.86,1.18,0.12,0.18,17.97,7.13,7.45,4392.13
139.63,2.46,0.19,0.13,10.46,7.87,3.39,865.49
1945.23,3.48,0.06,0.01,15.92,7.97,7.74,758.78
1326.14,3.46,0.14,0.09,25.25,7.16,5.75,4683.41
354.55,4.26,0.09,0.19,16.84,7.27,3.54,2650.31
1551.8,4.06,0.04,0.15,29.22,7.94,5.15,3655.85
702.69,7.25,0.09,0.03,26.17,7.35,7.2,3889.89
1017.51,5.8,0.14,0.01,14.93,7.33,3.15,4704.11
1567.26,3.03,0.12,0.12,15.52,7.62,3.62,3442.21
113.49,1.38,0.05,0.08,11.97,7.05,3.57,479.74
1436.0,6.63,0.08,0.14,14.4,7.81,4.37,3809.11
1448.91,6.04,0.15,0.03,24.16,7.58,8.3,3995.35
1709.66,4.61,0.02,0.15,11.7,7.04,2.47,2843.02
662.88,7.2,0.04,0.09,25.9,7.08,6.09,4001.63
1527.7,2.18,0.19,0.2,28.91,7.09,8.22,3767.74
1072.02,2.12,0.11,0.05,14.03,7.27,4.61,5219.16
73.85,4.67,0.12,0.14,20.77,7.42,3.5,332.55
164.89,4.66,0.08,0.02,29.92,7.49,7.06,1028.21
1866.38,3.43,0.06,0.07,13.09,7.71,4.22,1365.24
924.33,5.19,0.07,0.14,14.09,7.1,5.8,5126.66
117.04,3.14,0.14,0.09,10.25,7.83,7.56,417.65
1005.04,3.15,0.17,0.01,10.17,7.68,4.13,5154.61
1220.14,4.78,0.03,0.16,26.77,7.01,9.66,4254.93
